store_id,name,food_type,avg_rating,google_place_id,google_matched_name,google_formatted_address,google_price_tier,google_lat,google_lng,google_website,google_phone,operating_hours_monday,operating_hours_tuesday,operating_hours_wednesday,operating_hours_thursday,operating_hours_friday,operating_hours_saturday,operating_hours_sunday,operating_hours_by_day_json
q9ru,komo cafe @ ttdi,malaysian,4.5,ChIJGa92A-JJzDERdqZHOOSdca4,KOMO KOPITIAM @ TTDI,"Pusat Komuniti TTDI, Jalan Athinahapan, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,3.1479497,101.6222507,https://www.google.com/maps/place/?q=place_id:ChIJGa92A-JJzDERdqZHOOSdca4,017-320 4103,8:00 AM 11:30 PM,8:00 AM 11:30 PM,8:00 AM 11:30 PM,8:00 AM 11:30 PM,8:00 AM 11:30 PM,8:00 AM 11:30 PM,8:00 AM 11:30 PM,"{""Monday"": ""8:00 AM 11:30 PM"", ""Tuesday"": ""8:00 AM 11:30 PM"", ""Wednesday"": ""8:00 AM 11:30 PM"", ""Thursday"": ""8:00 AM 11:30 PM"", ""Friday"": ""8:00 AM 11:30 PM"", ""Saturday"": ""8:00 AM 11:30 PM"", ""Sunday"": ""8:00 AM 11:30 PM""}"
npbn,mamak kitchen,roti canai,4.5,ChIJD0P7YHtLzDERKU8IXyctme0,Nasi Lemak Bumbung,"6, Jalan 21/11b, Sea Park, 46300 Petaling Jaya, Selangor, Malaysia",budget,3.1098197,101.6225115,https://nasilemak.shop/,017-370 3576,5:00 PM 2:00 AM,5:00 PM 2:00 AM,5:00 PM 2:00 AM,5:00 PM 2:00 AM,Closed,5:00 PM 2:00 AM,5:00 PM 2:00 AM,"{""Monday"": ""5:00 PM 2:00 AM"", ""Tuesday"": ""5:00 PM 2:00 AM"", ""Wednesday"": ""5:00 PM 2:00 AM"", ""Thursday"": ""5:00 PM 2:00 AM"", ""Friday"": ""Closed"", ""Saturday"": ""5:00 PM 2:00 AM"", ""Sunday"": ""5:00 PM 2:00 AM""}"
m0bu,restoran jasima,roti canai,4.6,ChIJq1OwmUdJzDER9hg5l7lAAWA,Restoran Jasima,"102, Jalan Burhanuddin Helmi, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",mid,3.1526825,101.6218032,https://restoranjasima.shop/,014-979 7860,6:30 AM 5:30 AM,6:30 AM 5:30 AM,6:30 AM 5:30 AM,6:30 AM 5:30 AM,6:30 AM 5:30 AM,6:30 AM 5:30 AM,6:30 AM 5:30 AM,"{""Monday"": ""6:30 AM 5:30 AM"", ""Tuesday"": ""6:30 AM 5:30 AM"", ""Wednesday"": ""6:30 AM 5:30 AM"", ""Thursday"": ""6:30 AM 5:30 AM"", ""Friday"": ""6:30 AM 5:30 AM"", ""Saturday"": ""6:30 AM 5:30 AM"", ""Sunday"": ""6:30 AM 5:30 AM""}"
s0sn,the billboard kl,malaysian,4.6,ChIJbYPIutJIzDEREQsvlVMsogw,Bonappe X The Billboard,"Bonappe X, The Billboard, Lot 2806, Jalan Damansara, Sungai Penchala, 60000 Kota Damansara, Federal Territory of Kuala Lumpur, Malaysia",mid,3.1624159,101.6169592,https://www.google.com/maps/place/?q=place_id:ChIJbYPIutJIzDEREQsvlVMsogw,012-224 6060,4:30 PM 1:30 AM,4:30 PM 1:30 AM,4:30 PM 1:30 AM,4:30 PM 1:30 AM,4:30 PM 1:30 AM,4:30 PM 1:30 AM,4:30 PM 1:30 AM,"{""Monday"": ""4:30 PM 1:30 AM"", ""Tuesday"": ""4:30 PM 1:30 AM"", ""Wednesday"": ""4:30 PM 1:30 AM"", ""Thursday"": ""4:30 PM 1:30 AM"", ""Friday"": ""4:30 PM 1:30 AM"", ""Saturday"": ""4:30 PM 1:30 AM"", ""Sunday"": ""4:30 PM 1:30 AM""}"
k5z0,nam chuan hainan kopitiam (pj),chinese,4.6,ChIJE9VlF85NzDERHWSOqd-VIFg,Nam Chuan Hainan Kopitiam SS6,"No 8 &10 &12, 8, Jalan SS 6/8, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",,3.1063818,101.5982413,https://www.google.com/maps/place/?q=place_id:ChIJE9VlF85NzDERHWSOqd-VIFg,012-787 5023,6:30 AM 10:00 PM,6:30 AM 10:00 PM,6:30 AM 10:00 PM,6:30 AM 10:00 PM,6:30 AM 10:00 PM,6:30 AM 10:00 PM,6:30 AM 10:00 PM,"{""Monday"": ""6:30 AM 10:00 PM"", ""Tuesday"": ""6:30 AM 10:00 PM"", ""Wednesday"": ""6:30 AM 10:00 PM"", ""Thursday"": ""6:30 AM 10:00 PM"", ""Friday"": ""6:30 AM 10:00 PM"", ""Saturday"": ""6:30 AM 10:00 PM"", ""Sunday"": ""6:30 AM 10:00 PM""}"
n4kf,restoran ratha raub,indian,4.6,ChIJcfvP0DZJzDERmjRktXvLVy0,Restoran Ratha Raub,"32, Jalan SS 21/35, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",mid,3.1368957,101.6238333,https://www.google.com/maps/place/?q=place_id:ChIJcfvP0DZJzDERmjRktXvLVy0,012-790 9320,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,"{""Monday"": ""7:00 AM 10:00 PM"", ""Tuesday"": ""7:00 AM 10:00 PM"", ""Wednesday"": ""7:00 AM 10:00 PM"", ""Thursday"": ""7:00 AM 10:00 PM"", ""Friday"": ""7:00 AM 10:00 PM"", ""Saturday"": ""7:00 AM 10:00 PM"", ""Sunday"": ""7:00 AM 10:00 PM""}"
m5gp,canton kitchen (paradigm mall),chinese,4.4,ChIJSXNGgUdJzDERm3LrxbUxg-4,Canton Kitchen @ Paradigm Mall,"UG-15, Paradigm Mall, 1, Jalan SS 7/26a, Ss 7, 47301 Petaling Jaya, Selangor, Malaysia",,3.1049448,101.5958782,https://www.cantonkitchen.com.my/,03-2709 7625,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}"
n1ug,hadramawt express,sandwiches,4.7,ChIJsxIVYaNOzDER0nP_PUd0Uc4,Hadramawt Restaurant,"31C-01, Kelana Mall, Jalan SS 6/12, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",,3.1047476,101.5994947,http://www.hadramawt.com.my/,017-500 4011,11:00 AM 11:50 PM,11:00 AM 11:50 PM,11:00 AM 11:50 PM,11:00 AM 11:50 PM,11:00 AM 11:50 PM,11:00 AM 11:50 PM,11:00 AM 11:50 PM,"{""Monday"": ""11:00 AM 11:50 PM"", ""Tuesday"": ""11:00 AM 11:50 PM"", ""Wednesday"": ""11:00 AM 11:50 PM"", ""Thursday"": ""11:00 AM 11:50 PM"", ""Friday"": ""11:00 AM 11:50 PM"", ""Saturday"": ""11:00 AM 11:50 PM"", ""Sunday"": ""11:00 AM 11:50 PM""}"
n0hi,ayam penyet d'kota (paradigm mall),ayam penyet,4.7,ChIJp5HQBOdNzDEROkG_02115w4,Ayam Penyet D'Kota @ Paradigm Mall,"FC4, Lower Ground Floor, Food Arcade, The Ascent Paradigm, B-23A-3, No 1 Jalan SS7/26A, 47301, SS7, 47301 Petaling Jaya, Selangor, Malaysia",,3.1047005,101.5960618,https://www.google.com/maps/place/?q=place_id:ChIJp5HQBOdNzDEROkG_02115w4,019-958 0947,10:00 AM 8:30 PM,10:00 AM 8:30 PM,10:00 AM 8:30 PM,10:00 AM 8:30 PM,10:00 AM 8:30 PM,10:00 AM 8:30 PM,10:00 AM 8:30 PM,"{""Monday"": ""10:00 AM 8:30 PM"", ""Tuesday"": ""10:00 AM 8:30 PM"", ""Wednesday"": ""10:00 AM 8:30 PM"", ""Thursday"": ""10:00 AM 8:30 PM"", ""Friday"": ""10:00 AM 8:30 PM"", ""Saturday"": ""10:00 AM 8:30 PM"", ""Sunday"": ""10:00 AM 8:30 PM""}"
p0xw,mcdonald's (shell ss6 - 1010380),fast food,4.5,ChIJT65eDFZNzDERhg-ytEYVfMI,McDonald's Kelana Jaya,"Lot PT 3630, Jalan SS 6/12, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",mid,3.1050306,101.5978523,https://www.mcdonalds.com.my/,03-7802 8842,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
nhiu,empire sushi (paradigm mall pj),sushi,4.8,ChIJk5SqqdZNzDER1hWQpcqXq_4,Empire Sushi Paradigm Mall PJ,"Lot K07(P), Level LG, Paradigm Mall, SS7, 47301 Petaling Jaya, Selangor, Malaysia",mid,3.1051171,101.5959701,https://empiresushi.com.my/,,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}"
s7rn,restoran maulana,malaysian,4.4,ChIJV-M8CtZIzDERN2O55lxh2n8,Restoran Maulana,"No. 147, Jln Aminuddin Baki, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan, Malaysia",budget,3.153247,101.6220217,https://www.google.com/maps/place/?q=place_id:ChIJV-M8CtZIzDERN2O55lxh2n8,03-7726 1194,7:00 AM 4:00 AM,7:00 AM 4:00 AM,7:00 AM 4:00 AM,7:00 AM 4:00 AM,7:00 AM 4:00 AM,7:00 AM 4:00 AM,7:00 AM 4:00 AM,"{""Monday"": ""7:00 AM 4:00 AM"", ""Tuesday"": ""7:00 AM 4:00 AM"", ""Wednesday"": ""7:00 AM 4:00 AM"", ""Thursday"": ""7:00 AM 4:00 AM"", ""Friday"": ""7:00 AM 4:00 AM"", ""Saturday"": ""7:00 AM 4:00 AM"", ""Sunday"": ""7:00 AM 4:00 AM""}"
r7gn,restoran al-bidayah (ttdi),roti canai,4.5,ChIJ90b7bNZIzDERBCj3pTp7ASo,Restoran Al Bidayah - TTDI,"1, Lorong Rahim Kajai 13, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",mid,3.1537327,101.6225778,https://www.google.com/maps/place/?q=place_id:ChIJ90b7bNZIzDERBCj3pTp7ASo,03-7731 9167,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
njao,tnr by sean & angie,chinese,4.6,ChIJH7OyGlNJzDERt1HWOmZ89Ug,TNR by Sean & Angie | Best Charsiew in PJ,"101, Jalan SS 2/6, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",mid,3.1154412,101.6160749,https://www.tnrfood.com/,016-682 2249,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,Closed,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,"{""Monday"": ""10:00 AM 9:00 PM"", ""Tuesday"": ""10:00 AM 9:00 PM"", ""Wednesday"": ""10:00 AM 9:00 PM"", ""Thursday"": ""Closed"", ""Friday"": ""10:00 AM 9:00 PM"", ""Saturday"": ""10:00 AM 9:00 PM"", ""Sunday"": ""10:00 AM 9:00 PM""}"
zdw6,warong geprek (kelana jaya),chicken,4.7,ChIJRXQP__RNzDERbcYR4rKHrJo,Ayam Gepuk Nation - Kelana Jaya,"B-11-G, Taragon Kelana Jaya, Jalan SS 6/6, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",,3.10535,101.59817,https://www.google.com/maps/place/?q=place_id:ChIJRXQP__RNzDERbcYR4rKHrJo,013-355 9212,11:00 AM 9:30 PM,11:00 AM 9:30 PM,11:00 AM 9:30 PM,11:00 AM 9:30 PM,11:00 AM 9:30 PM,11:00 AM 9:30 PM,11:00 AM 9:30 PM,"{""Monday"": ""11:00 AM 9:30 PM"", ""Tuesday"": ""11:00 AM 9:30 PM"", ""Wednesday"": ""11:00 AM 9:30 PM"", ""Thursday"": ""11:00 AM 9:30 PM"", ""Friday"": ""11:00 AM 9:30 PM"", ""Saturday"": ""11:00 AM 9:30 PM"", ""Sunday"": ""11:00 AM 9:30 PM""}"
ggm7,kopi saigon kelana jaya @ warong geprek,coffee,4.8,ChIJRXQP__RNzDERbcYR4rKHrJo,Ayam Gepuk Nation - Kelana Jaya,"B-11-G, Taragon Kelana Jaya, Jalan SS 6/6, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",,3.10535,101.59817,https://www.google.com/maps/place/?q=place_id:ChIJRXQP__RNzDERbcYR4rKHrJo,013-355 9212,11:00 AM 9:30 PM,11:00 AM 9:30 PM,11:00 AM 9:30 PM,11:00 AM 9:30 PM,11:00 AM 9:30 PM,11:00 AM 9:30 PM,11:00 AM 9:30 PM,"{""Monday"": ""11:00 AM 9:30 PM"", ""Tuesday"": ""11:00 AM 9:30 PM"", ""Wednesday"": ""11:00 AM 9:30 PM"", ""Thursday"": ""11:00 AM 9:30 PM"", ""Friday"": ""11:00 AM 9:30 PM"", ""Saturday"": ""11:00 AM 9:30 PM"", ""Sunday"": ""11:00 AM 9:30 PM""}"
oibi,abadi cafeteria bistro,asian,4.6,ChIJC6QgksNLzDERwf6cYxQxsPY,Restoran Abadi Cafeteria,"Jalan 52/10, Pj New Town, 46050 Petaling Jaya, Selangor, Malaysia",,3.0995233,101.6434753,https://www.google.com/maps/place/?q=place_id:ChIJC6QgksNLzDERwf6cYxQxsPY,03-7955 0031,7:00 AM 8:00 PM,7:00 AM 8:00 PM,7:00 AM 8:00 PM,7:00 AM 8:00 PM,7:00 AM 8:00 PM,7:00 AM 8:00 PM,7:00 AM 8:00 PM,"{""Monday"": ""7:00 AM 8:00 PM"", ""Tuesday"": ""7:00 AM 8:00 PM"", ""Wednesday"": ""7:00 AM 8:00 PM"", ""Thursday"": ""7:00 AM 8:00 PM"", ""Friday"": ""7:00 AM 8:00 PM"", ""Saturday"": ""7:00 AM 8:00 PM"", ""Sunday"": ""7:00 AM 8:00 PM""}"
t3xh,mama ting,noodles,4.7,ChIJ7yqCKCJJzDERY-0xboeFEnE,Mama Ting Sarawak Noodle SS2,"8, Jalan SS 2/10, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",budget,3.115206,101.616465,https://www.google.com/maps/place/?q=place_id:ChIJ7yqCKCJJzDERY-0xboeFEnE,012-808 3660,"9:00 AM 2:20 PM, 6:00 8:45 PM","9:00 AM 2:20 PM, 6:00 8:45 PM","9:00 AM 2:20 PM, 6:00 8:45 PM",Closed,"9:00 AM 2:20 PM, 6:00 8:45 PM","9:00 AM 2:20 PM, 6:00 8:45 PM","9:00 AM 2:20 PM, 6:00 8:45 PM","{""Monday"": ""9:00 AM 2:20 PM, 6:00 8:45 PM"", ""Tuesday"": ""9:00 AM 2:20 PM, 6:00 8:45 PM"", ""Wednesday"": ""9:00 AM 2:20 PM, 6:00 8:45 PM"", ""Thursday"": ""Closed"", ""Friday"": ""9:00 AM 2:20 PM, 6:00 8:45 PM"", ""Saturday"": ""9:00 AM 2:20 PM, 6:00 8:45 PM"", ""Sunday"": ""9:00 AM 2:20 PM, 6:00 8:45 PM""}"
q6pe,restoran asneya maju,roti canai,4.6,ChIJi2jhEBpMzDER9FAdnTsJUHk,Restoran Asneya Maju,"G-G-09, Jalan SS 6/16a, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",mid,3.1040547,101.5997628,https://www.google.com/maps/place/?q=place_id:ChIJi2jhEBpMzDER9FAdnTsJUHk,03-7498 1086,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
r0jr,all day polo bun,bread,4.7,ChIJI_PnXWdJzDERIS9QFy9ejng,All Day Polo Bun,"20, Jalan SS2/10, Taman Bahagia, 47300 Petaling Jaya, Selangor, Malaysia",mid,3.1155339,101.6167245,https://www.mrseasy.com/alldaypolobun,016-333 8404,8:00 AM 9:00 PM,8:00 AM 9:00 PM,8:00 AM 9:00 PM,Closed,8:00 AM 9:00 PM,8:00 AM 9:00 PM,8:00 AM 9:00 PM,"{""Monday"": ""8:00 AM 9:00 PM"", ""Tuesday"": ""8:00 AM 9:00 PM"", ""Wednesday"": ""8:00 AM 9:00 PM"", ""Thursday"": ""Closed"", ""Friday"": ""8:00 AM 9:00 PM"", ""Saturday"": ""8:00 AM 9:00 PM"", ""Sunday"": ""8:00 AM 9:00 PM""}"
w4zi,mychick (chicken & duck),malaysian,4.6,ChIJc-Oecn1NzDER3tShYm6pbYM,Mychick Nasi Ayam Kelana jaya,"31A, Jalan SS 6/12, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",,3.1047476,101.5994947,https://easyeat.ai/r/my-chick/2,012-229 2257,Closed,10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""10:30 AM 10:00 PM"", ""Wednesday"": ""10:30 AM 10:00 PM"", ""Thursday"": ""10:30 AM 10:00 PM"", ""Friday"": ""10:30 AM 10:00 PM"", ""Saturday"": ""10:30 AM 10:00 PM"", ""Sunday"": ""10:30 AM 10:00 PM""}"
s6bs,seoul station (3 damansara),korean,4.7,ChIJ93zBrxdJzDERVexREA1kmbI,Seoul Station @ 3 Damansara,"LG-39, Lower Ground, Tropicana City Mall, Jalan SS 20/27, Damansara Intan, 47400 Petaling Jaya, Selangor, Malaysia",,3.1309353,101.6265784,https://www.google.com/maps/place/?q=place_id:ChIJ93zBrxdJzDERVexREA1kmbI,017-631 2701,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,"{""Monday"": ""10:00 AM 9:00 PM"", ""Tuesday"": ""10:00 AM 9:00 PM"", ""Wednesday"": ""10:00 AM 9:00 PM"", ""Thursday"": ""10:00 AM 9:00 PM"", ""Friday"": ""10:00 AM 9:00 PM"", ""Saturday"": ""10:00 AM 9:00 PM"", ""Sunday"": ""10:00 AM 9:00 PM""}"
y5st,dapoq @ kelana jaya,malaysian,4.7,ChIJFWdNPqRNzDERfkKysw8uEas,Dapoq @KelanaJaya,"SS7, 47301 Petaling Jaya, Selangor, Malaysia",,3.1022412,101.5929084,https://www.facebook.com/profile.php?id=100063652085837&mibextid=LQQJ4d,010-222 4376,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,Closed,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""Closed""}"
pcnt,nasi kandaq kapitan,malaysian,4.5,ChIJM9fG8OFLzDERmeuNVAo3nCk,Kapitan Tandoori House PJ Branch,"Merdeka Square, Lot 2 & 4, Jalan 52/18, Seksyen 52 Petaling Jaya, 46200 Petaling Jaya, Selangor, Malaysia",mid,3.0987477,101.6447099,https://linktr.ee/kapitantandoorihouse,012-487 0702,7:00 AM 11:30 PM,7:00 AM 11:30 PM,7:00 AM 11:30 PM,7:00 AM 11:30 PM,7:00 AM 11:30 PM,7:00 AM 11:30 PM,7:00 AM 11:30 PM,"{""Monday"": ""7:00 AM 11:30 PM"", ""Tuesday"": ""7:00 AM 11:30 PM"", ""Wednesday"": ""7:00 AM 11:30 PM"", ""Thursday"": ""7:00 AM 11:30 PM"", ""Friday"": ""7:00 AM 11:30 PM"", ""Saturday"": ""7:00 AM 11:30 PM"", ""Sunday"": ""7:00 AM 11:30 PM""}"
v0cm,restoran jemari (petaling jaya),malaysian,4.7,ChIJtSxylhBMzDERS8Yo9MkHCm8,Jemari Petaling Jaya,"G-3A, The Grand@Kelana Damansara Suite, No 3, Jalan SS 6/2, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",mid,3.1016783,101.597999,https://www.google.com/maps/place/?q=place_id:ChIJtSxylhBMzDERS8Yo9MkHCm8,03-7806 2413,11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 10:30 PM,"{""Monday"": ""11:00 AM 10:30 PM"", ""Tuesday"": ""11:00 AM 10:30 PM"", ""Wednesday"": ""11:00 AM 10:30 PM"", ""Thursday"": ""11:00 AM 10:30 PM"", ""Friday"": ""11:00 AM 10:30 PM"", ""Saturday"": ""11:00 AM 10:30 PM"", ""Sunday"": ""11:00 AM 10:30 PM""}"
q1yd,dstall corner (kelana jaya),asian,4.7,ChIJrYv_pBBMzDER13EGbGniJXo,DStall Corner Kelana Jaya,"E-G-08, Jalan SS 6/20a, Dataran Glomac, 47301 Petaling Jaya, Selangor, Malaysia",mid,3.102892,101.599577,https://www.google.com/maps/place/?q=place_id:ChIJrYv_pBBMzDER13EGbGniJXo,012-340 8654,11:00 AM 12:00 AM,11:00 AM 12:00 AM,11:00 AM 12:00 AM,11:00 AM 12:00 AM,11:00 AM 12:00 AM,11:00 AM 12:00 AM,11:00 AM 12:00 AM,"{""Monday"": ""11:00 AM 12:00 AM"", ""Tuesday"": ""11:00 AM 12:00 AM"", ""Wednesday"": ""11:00 AM 12:00 AM"", ""Thursday"": ""11:00 AM 12:00 AM"", ""Friday"": ""11:00 AM 12:00 AM"", ""Saturday"": ""11:00 AM 12:00 AM"", ""Sunday"": ""11:00 AM 12:00 AM""}"
c3wv,mk porridge( ss2),porridge,4.7,ChIJ2zisGZFJzDERYbTEY-pP8dA,Ming Kee Porridge SS2,"61, Jalan SS2/64, SS2, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",mid,3.1198015,101.6213137,https://www.facebook.com/mingkeeporridge/,03-7865 7768,11:00 AM 9:30 PM,11:00 AM 12:00 AM,11:00 AM 12:00 AM,11:00 AM 12:00 AM,11:00 AM 12:00 AM,11:00 AM 12:00 AM,11:00 AM 12:00 AM,"{""Monday"": ""11:00 AM 9:30 PM"", ""Tuesday"": ""11:00 AM 12:00 AM"", ""Wednesday"": ""11:00 AM 12:00 AM"", ""Thursday"": ""11:00 AM 12:00 AM"", ""Friday"": ""11:00 AM 12:00 AM"", ""Saturday"": ""11:00 AM 12:00 AM"", ""Sunday"": ""11:00 AM 12:00 AM""}"
t2ob,the soybean factory (ss2),healthy,4.7,ChIJpbIKydNJzDER9XRYdpozNZU,The Soybean Factory SS2 Petaling Jaya,"61-8G, Jalan SS2/75, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",mid,3.1207275,101.6216254,https://www.instagram.com/thesoybeanfactory/?hl=en,,12:00 11:00 PM,12:00 11:00 PM,12:00 11:00 PM,12:00 11:00 PM,12:00 11:00 PM,12:00 11:00 PM,12:00 11:00 PM,"{""Monday"": ""12:00 11:00 PM"", ""Tuesday"": ""12:00 11:00 PM"", ""Wednesday"": ""12:00 11:00 PM"", ""Thursday"": ""12:00 11:00 PM"", ""Friday"": ""12:00 11:00 PM"", ""Saturday"": ""12:00 11:00 PM"", ""Sunday"": ""12:00 11:00 PM""}"
n2yi,pizza hut (ttdi),pizza,4.6,ChIJv8D1bjpJzDER44IL59XEiTo,Pizza Hut TTDI,"Ground 45, Jalan Tun Mohd Fuad, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",mid,3.1390246,101.6280913,http://www.pizzahut.com.my/,1-300-88-2525,10:00 AM 11:00 PM,10:00 AM 11:00 PM,10:00 AM 11:00 PM,10:00 AM 11:00 PM,10:00 AM 12:00 AM,10:00 AM 12:00 AM,10:00 AM 12:00 AM,"{""Monday"": ""10:00 AM 11:00 PM"", ""Tuesday"": ""10:00 AM 11:00 PM"", ""Wednesday"": ""10:00 AM 11:00 PM"", ""Thursday"": ""10:00 AM 11:00 PM"", ""Friday"": ""10:00 AM 12:00 AM"", ""Saturday"": ""10:00 AM 12:00 AM"", ""Sunday"": ""10:00 AM 12:00 AM""}"
s3rj,kreate cafe kpj damansara,seafood,4.8,ChIJqTxTfSlJzDERTlf72K5PCHY,KREATE @ KPJ Damansara,"119, Jalan SS 20/10, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",,3.1373783,101.6275419,https://kreate.cafe/,03-7732 1022,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,"{""Monday"": ""8:00 AM 8:00 PM"", ""Tuesday"": ""8:00 AM 8:00 PM"", ""Wednesday"": ""8:00 AM 8:00 PM"", ""Thursday"": ""8:00 AM 8:00 PM"", ""Friday"": ""8:00 AM 8:00 PM"", ""Saturday"": ""8:00 AM 8:00 PM"", ""Sunday"": ""8:00 AM 8:00 PM""}"
q4eg,daboba 熊黑堂 (ss 2),bubble tea,4.7,ChIJx4DGJHfnzTER7GgEHgJrtd0,Daboba Seremban 2,"Ground Floor, Seksyen B, 282, Jalan S2 B12, Seremban 2, 70300 Seremban, Negeri Sembilan, Malaysia",,2.694644,101.9118862,https://www.facebook.com/dabobaseremban,,11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 11:30 PM,11:00 AM 11:30 PM,11:00 AM 10:30 PM,"{""Monday"": ""11:00 AM 10:30 PM"", ""Tuesday"": ""11:00 AM 10:30 PM"", ""Wednesday"": ""11:00 AM 10:30 PM"", ""Thursday"": ""11:00 AM 10:30 PM"", ""Friday"": ""11:00 AM 11:30 PM"", ""Saturday"": ""11:00 AM 11:30 PM"", ""Sunday"": ""11:00 AM 10:30 PM""}"
