store_id,name,food_type,avg_rating,google_search_query,google_place_id,google_formatted_address,google_business_status,google_price_level,google_price_tier,google_lat,google_lng,google_website,google_phone,google_types_json,operating_hours_monday,operating_hours_tuesday,operating_hours_wednesday,operating_hours_thursday,operating_hours_friday,operating_hours_saturday,operating_hours_sunday,operating_hours_by_day_json,operating_hours_source
qn22,SS2 Goreng Pisang @ 1 Utama Shopping Mall,asian,4.4,"ss2 goreng pisang (1 utama), Petaling Jaya, Malaysia",ChIJO4TSM9VOzDERpjlrG1cLpOM,"1, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1482744,101.6166972,https://www.google.com/maps/place/?q=place_id:ChIJO4TSM9VOzDERpjlrG1cLpOM,010-225 6070,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
n9wj,Domino's Pizza Section 14 Petaling Jaya,pizza,4.1,"domino’s pizza (bdr kota d'sara), Petaling Jaya, Malaysia",ChIJZaaZ_uBLzDEReau2CjFI63Q,"23, Jalan 14/20, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.110079,101.6359594,https://www.dominos.com.my/store/sel-seksyen-14-pj-85158,1-300-88-8333,"[""establishment"", ""food"", ""meal_delivery"", ""meal_takeaway"", ""point_of_interest"", ""restaurant""]",10:30 AM 11:00 PM,10:30 AM 11:00 PM,10:30 AM 11:00 PM,10:30 AM 11:00 PM,10:30 AM 11:00 PM,10:30 AM 11:00 PM,10:30 AM 11:00 PM,"{""Monday"": ""10:30 AM 11:00 PM"", ""Tuesday"": ""10:30 AM 11:00 PM"", ""Wednesday"": ""10:30 AM 11:00 PM"", ""Thursday"": ""10:30 AM 11:00 PM"", ""Friday"": ""10:30 AM 11:00 PM"", ""Saturday"": ""10:30 AM 11:00 PM"", ""Sunday"": ""10:30 AM 11:00 PM""}",google_places
spz5,The Fish Bowl @ 1 Utama,poke bowl,4.5,"the fish bowl (one utama), Petaling Jaya, Malaysia",ChIJRe6CSCtJzDERghhx32Zi5y4,"LG115, 1, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.147911,101.6159551,https://www.google.com/maps/place/?q=place_id:ChIJRe6CSCtJzDERghhx32Zi5y4,012-301 8720,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
ohza,O'Briens Irish Sandwich Cafe @ 1 Utama,sandwiches,4.6,"o'briens irish sandwich cafe (1 utama shopping centre), Petaling Jaya, Malaysia",ChIJqz4kP9VOzDERWRp9Rw7qGQ8,"LG 349, Lower Ground Floor, Rain Forest,, 1 Utama Shopping Centre, No 1,, Lebuh Bandar Utama,, 47800 Petaling Jaya, Selangor, Malaysia",CLOSED_PERMANENTLY,2,mid,3.1504014,101.6163371,http://www.obriens.com.my/,,"[""cafe"", ""establishment"", ""food"", ""point_of_interest""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
o6ij,Samir Mee Tarik Chinese Muslim Food,noodles,4.4,"samir mee tarik, Petaling Jaya, Malaysia",ChIJvSq4ZyZNzDERsrLJLqGRbuc,"47301 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1117695,101.5855464,https://www.google.com/maps/place/?q=place_id:ChIJvSq4ZyZNzDERsrLJLqGRbuc,,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
p6gw,Senjyu 1 Utama,sushi,4.3,"senjyu (one utama), Petaling Jaya, Malaysia",ChIJOQuuJHVJzDERi_o8lCEDEbY,"LG 225, 1 Utama Shopping Centre, 1, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.147911,101.6159551,https://www.instagram.com/senjyumy/,03-7620 7782,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",11:00 AM 9:00 PM,11:00 AM 9:00 PM,11:00 AM 9:00 PM,11:00 AM 9:00 PM,11:00 AM 9:00 PM,11:00 AM 9:00 PM,11:00 AM 9:00 PM,"{""Monday"": ""11:00 AM 9:00 PM"", ""Tuesday"": ""11:00 AM 9:00 PM"", ""Wednesday"": ""11:00 AM 9:00 PM"", ""Thursday"": ""11:00 AM 9:00 PM"", ""Friday"": ""11:00 AM 9:00 PM"", ""Saturday"": ""11:00 AM 9:00 PM"", ""Sunday"": ""11:00 AM 9:00 PM""}",google_places
ghv5,Nam Heong Ipoh @ 1 Utama,noodles,4.3,"nam heong ipoh (1 utama), Petaling Jaya, Malaysia",ChIJ68BttkNPzDERlIkr6YtJIJo,"Lot LG 221B, One Utama, 1, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1498863,101.6157007,https://www.google.com/maps/place/?q=place_id:ChIJ68BttkNPzDERlIkr6YtJIJo,03-7625 8321,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
lik3,Carl's Jr. @ 1 Utama,burgers,4.3,"carl's jr. (1 utama), Petaling Jaya, Malaysia",ChIJvxZjMitJzDER37nwekw0Q1w,"G-210C, Promenade, 1 Utama, 1, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",CLOSED_PERMANENTLY,-1,,3.147911,101.6159551,http://carlsjr.com.my/,03-7729 0718,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
m9jh,Hotpot Kitchen @ 1 Utama,chinese,4.4,"hotpot kitchen (1 utama), Petaling Jaya, Malaysia",ChIJrXfOKStJzDERDzaKFtjXFzQ,"G355 Ground Floor, 1, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1506828,101.6161069,https://www.hotpotkitchen.com/,016-323 3206,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
m4ys,BreadStory,sandwiches,4.6,"breadstory (1utama), Petaling Jaya, Malaysia",ChIJT_lbN9VOzDERxJN28PxhRIk,"1 Utama Shopping Centre (New Wing), Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",CLOSED_PERMANENTLY,-1,,3.1503748,101.6162647,https://www.breadstory.com/,03-7727 7155,"[""bakery"", ""establishment"", ""food"", ""point_of_interest"", ""store""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
wjc1,Suki-Ya Tokyo Bowls & Noodles @ IPC Shopping Centre,asian,4.7,"sukiya tokyo bowl and noodle (ipc shopping centre), Petaling Jaya, Malaysia",ChIJIdpYVABPzDERf_K_92H9bKI,"Lot LG1. 37, IPC Shopping Centre, Jalan PJU 7/2, Mutiara Damansara, 47800 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1563141,101.6111404,https://www.sukiya.my/,,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
q2mn,Restaurant Lan Je (Kota Damansara),seafood,4.7,"lan je steam fish (kd) 万撓籣姐一人一鱼, Petaling Jaya, Malaysia",ChIJs7FB5whPzDERUGThZyH1UCg,"F-51G & 52G, Bistari De Kota, Jalan Teknologi 3/9, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1643718,101.5740417,https://www.google.com/maps/place/?q=place_id:ChIJs7FB5whPzDERUGThZyH1UCg,03-6150 1382,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]","11:30 AM 2:45 PM, 5:30 9:00 PM","11:30 AM 2:45 PM, 5:30 9:00 PM","11:30 AM 2:45 PM, 5:30 9:00 PM","11:30 AM 2:45 PM, 5:30 9:00 PM","11:30 AM 2:45 PM, 5:30 9:00 PM","11:30 AM 2:45 PM, 5:30 9:00 PM","11:30 AM 2:45 PM, 5:00 9:00 PM","{""Monday"": ""11:30 AM 2:45 PM, 5:30 9:00 PM"", ""Tuesday"": ""11:30 AM 2:45 PM, 5:30 9:00 PM"", ""Wednesday"": ""11:30 AM 2:45 PM, 5:30 9:00 PM"", ""Thursday"": ""11:30 AM 2:45 PM, 5:30 9:00 PM"", ""Friday"": ""11:30 AM 2:45 PM, 5:30 9:00 PM"", ""Saturday"": ""11:30 AM 2:45 PM, 5:30 9:00 PM"", ""Sunday"": ""11:30 AM 2:45 PM, 5:00 9:00 PM""}",google_places
hux7,Richeese Factory One Utama,asian,4.3,"richeese factory (1 utama), Petaling Jaya, Malaysia",ChIJg_-z9E1JzDERjVXGsHigRzs,"LG356, Rainforest, Central Park Avenue, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",CLOSED_PERMANENTLY,-1,,3.1500815,101.616314,https://richeesefactory.com.my/,,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
nemd,Jollibee Citta Mall,fast food,4.3,"jollibee (citta mall), Petaling Jaya, Malaysia",ChIJOcQ_OvNNzDER682AwVNckn8,"G-42, Ground Floor, CITTA Mall, 1, Jalan PJU 1A/48, Ara Damansara, Subang Jaya, Pusat Perdagangan Dana 1, 47301 Petaling Jaya, Selangor, Malaysia",CLOSED_PERMANENTLY,-1,,3.1129539,101.5794718,https://www.jollibeemalaysia.com/,,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
ppl5,Hungry Bacon,korean,4.4,"hungry piipol project, Petaling Jaya, Malaysia",ChIJj94KYPRJzDERk4MxcfRW1pY,"33, Jalan SS 21/56b, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1377816,101.6219372,https://www.facebook.com/hungrybaconrestaurant/,012-355 0857,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Closed,5:00 10:30 PM,5:00 10:30 PM,5:00 10:30 PM,5:00 10:30 PM,"12:00 2:30 PM, 6:00 10:00 PM","12:00 2:30 PM, 6:00 10:00 PM","{""Monday"": ""Closed"", ""Tuesday"": ""5:00 10:30 PM"", ""Wednesday"": ""5:00 10:30 PM"", ""Thursday"": ""5:00 10:30 PM"", ""Friday"": ""5:00 10:30 PM"", ""Saturday"": ""12:00 2:30 PM, 6:00 10:00 PM"", ""Sunday"": ""12:00 2:30 PM, 6:00 10:00 PM""}",google_places
d9fb,Nasi Kandar Penang Road,nasi kandar,4.6,"nasi kandar penang road, Petaling Jaya, Malaysia",ChIJY9-bJSdMzDERMiOCAD_-Axw,"Jalan PJU 1a/4a, 47310 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1116031,101.5858199,https://www.google.com/maps/place/?q=place_id:ChIJY9-bJSdMzDERMiOCAD_-Axw,012-693 8786,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",7:00 AM 3:00 AM,7:00 AM 3:00 AM,7:00 AM 3:00 AM,7:00 AM 12:00 AM,7:00 AM 3:00 AM,7:00 AM 12:00 AM,Open 24 hours,"{""Monday"": ""7:00 AM 3:00 AM"", ""Tuesday"": ""7:00 AM 3:00 AM"", ""Wednesday"": ""7:00 AM 3:00 AM"", ""Thursday"": ""7:00 AM 12:00 AM"", ""Friday"": ""7:00 AM 3:00 AM"", ""Saturday"": ""7:00 AM 12:00 AM"", ""Sunday"": ""Open 24 hours""}",google_places
pk6n,Jom Ch by Farm Fresh - 1 Utama Shopping Centre,beverages,4.6,"jom chá by farm fresh (1 utama shopping centre), Petaling Jaya, Malaysia",ChIJf4FhZf9JzDERb_z58SluqAg,"FK109, First Floor, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1488521,101.6163118,https://www.google.com/maps/place/?q=place_id:ChIJf4FhZf9JzDERb_z58SluqAg,,"[""establishment"", ""point_of_interest""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:30 PM,10:00 AM 10:30 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:30 PM"", ""Saturday"": ""10:00 AM 10:30 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
coau,Yasir Nasi Kandar,asian,4.3,"yasir nasi kandar, Petaling Jaya, Malaysia",ChIJyzwkCFdNzDERl2oI7OtFYWc,"F-01-08,Block F, Pacific Place, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,1,budget,3.1109973,101.5873019,https://www.google.com/maps/place/?q=place_id:ChIJyzwkCFdNzDERl2oI7OtFYWc,03-7734 0911,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",google_places
t3ol,Restoran Nasi Kandar SRB,indian,4.4,"restoran nasi kandar srb, Petaling Jaya, Malaysia",ChIJm3dSDp5OzDERbzG2-FrkfbA,"D1-3A-G 1-5-GF BLOK D PST PERDAGANGAN DANA 1, Jalan PJU 1a/46, Pusat Perdagangan Dana 1, 47301 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1117492,101.5829658,https://www.google.com/maps/place/?q=place_id:ChIJm3dSDp5OzDERbzG2-FrkfbA,03-7497 8240,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",google_places
k2ec,J.CO Donuts & Coffee @ The Curve,bread,4.8,"j.co donuts & coffee (the curve), Petaling Jaya, Malaysia",ChIJ2RsXNnVPzDEREoeFXI7Eoj8,"Jalan PJU 7/2, Mutiara Damansara, 47820 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1576891,101.6125616,http://www.jcodonuts.com/,03-7625 9546,"[""cafe"", ""establishment"", ""food"", ""point_of_interest""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
n7ks,Restoran Good Taste @Damansara Jaya SS22 Branch,chinese,4.4,"good taste restaurant (damansara jaya), Petaling Jaya, Malaysia",ChIJkXKcUrNOzDERsh1Rrtna_yo,"Ground Floor, No.43G, Jalan SS 22/19, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",CLOSED_PERMANENTLY,2,mid,3.1272338,101.6156511,https://www.google.com/maps/place/?q=place_id:ChIJkXKcUrNOzDERsh1Rrtna_yo,03-7731 3278,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
uaam,Original Penang Kayu Nasi Kandar@Citta Mall,nasi kandar,4.5,"original penang kayu nasi kandar (citta mall), Petaling Jaya, Malaysia",ChIJkWJ2TrNNzDERM0B6wYeBahc,"G-12 &, G-13, Ground Floor, Citta Mall, 5, Jalan PJU 1a/2, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1117417,101.5785418,http://originalkayu.com.my/,03-7662 8797,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,"{""Monday"": ""7:00 AM 11:00 PM"", ""Tuesday"": ""7:00 AM 11:00 PM"", ""Wednesday"": ""7:00 AM 11:00 PM"", ""Thursday"": ""7:00 AM 11:00 PM"", ""Friday"": ""7:00 AM 11:00 PM"", ""Saturday"": ""7:00 AM 11:00 PM"", ""Sunday"": ""7:00 AM 11:00 PM""}",google_places
g1n6,Madam Croffle - The Curve,desserts,4.7,"madam croffle (the curve), Petaling Jaya, Malaysia",ChIJa7MUq8hPzDER61MaoRrOSvM,"Lot G39C-01, Jln PJU 7/3, Mutiara Damansara, 47820 Petaling Jaya, Selangor, Malaysia",CLOSED_PERMANENTLY,-1,,3.1579529,101.613011,https://www.google.com/maps/place/?q=place_id:ChIJa7MUq8hPzDER61MaoRrOSvM,017-234 8087,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
m0xs,Q Bistro @ Lotus's Mutiara Damansara,malaysian,4.6,"q bistro nasi kandar (tesco mutiara damansara), Petaling Jaya, Malaysia",ChIJxcOhjCxPzDERVMyAoSczmrY,"Lot 21C, Lotus's, 8, Jalan PJ07/4, Mutiara Damansara, 47800 Petaling Jaya, Selangor, Malaysia",CLOSED_TEMPORARILY,2,mid,3.158629,101.6129282,https://qbistro.com/store-locator/damansara/,011-6327 2425,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
xew9,Restoran Jin Xuan Hong Kong @Damansara Jaya,chinese,4.7,"restaurant jin xuan hong kong (damansara jaya), Petaling Jaya, Malaysia",ChIJE4WWSbNOzDERgIhfTgbgKl0,"59, 61 & 63, Jalan SS 22/19, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1266406,101.6153463,https://jinxuan.com.my/,03-7729 6866,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,"{""Monday"": ""7:00 AM 11:00 PM"", ""Tuesday"": ""7:00 AM 11:00 PM"", ""Wednesday"": ""7:00 AM 11:00 PM"", ""Thursday"": ""7:00 AM 11:00 PM"", ""Friday"": ""7:00 AM 11:00 PM"", ""Saturday"": ""7:00 AM 11:00 PM"", ""Sunday"": ""7:00 AM 11:00 PM""}",google_places
r2fi,ZUS Coffee - Atria Shopping Gallery,coffee,4.8,"zus coffee (atria mall), Petaling Jaya, Malaysia",ChIJT4EjxoJJzDERdSYR57ZzgKY,"Atria Shopping Mall, Kiosk CK9, Concourse Floor, Jalan SS 22/23, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.126627,101.6162627,https://zuscoffee.com/,012-816 1340,"[""cafe"", ""establishment"", ""food"", ""point_of_interest""]",7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,"{""Monday"": ""7:00 AM 10:00 PM"", ""Tuesday"": ""7:00 AM 10:00 PM"", ""Wednesday"": ""7:00 AM 10:00 PM"", ""Thursday"": ""7:00 AM 10:00 PM"", ""Friday"": ""7:00 AM 10:00 PM"", ""Saturday"": ""7:00 AM 10:00 PM"", ""Sunday"": ""7:00 AM 10:00 PM""}",google_places
tdsp,Heung Kee Kopitiam Ara Damansara,chinese,4.5,"kopitiam heung kee, Petaling Jaya, Malaysia",ChIJjRsRUQRNzDERXGJUFm5liNM,"B0102 & B0103, Pacific Place Commercial Centre, Jalan PJU 1a/4, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1098901,101.5858321,https://www.google.com/maps/place/?q=place_id:ChIJjRsRUQRNzDERXGJUFm5liNM,017-997 0102,"[""cafe"", ""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",8:30 AM 9:15 PM,8:30 AM 9:15 PM,8:30 AM 9:15 PM,8:30 AM 9:15 PM,8:30 AM 9:15 PM,8:30 AM 9:15 PM,11:00 AM 8:30 PM,"{""Monday"": ""8:30 AM 9:15 PM"", ""Tuesday"": ""8:30 AM 9:15 PM"", ""Wednesday"": ""8:30 AM 9:15 PM"", ""Thursday"": ""8:30 AM 9:15 PM"", ""Friday"": ""8:30 AM 9:15 PM"", ""Saturday"": ""8:30 AM 9:15 PM"", ""Sunday"": ""11:00 AM 8:30 PM""}",google_places
qdfo,CHAGEE Citta Mall,tea,4.7,"chagee (cittamall) 霸王茶姬, Petaling Jaya, Malaysia",ChIJ9xB4KXlNzDERq6D_ZKE3Tlc,"Citta Mall, Jalan PJU 1a/48, Pusat Perdagangan Dana 1, 47301 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1121119,101.5785965,https://chagee.com.my/,010-825 3163,"[""establishment"", ""food"", ""point_of_interest"", ""store""]",10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}",google_places
y2e2,Dapur Balado Kemangi,malaysian,4.3,"dapur balado kemangi, Petaling Jaya, Malaysia",ChIJMYnDsEBNzDERAWG3MvldXvs,"Lot EV-G-02, Ground Floor, @ Evolve Concept Mall Pacific Place, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1094543,101.5860174,https://www.google.com/maps/place/?q=place_id:ChIJMYnDsEBNzDERAWG3MvldXvs,012-280 0883,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",11:30 AM 9:30 PM,11:30 AM 9:30 PM,11:30 AM 9:30 PM,11:30 AM 9:30 PM,11:30 AM 1:30 AM,11:30 AM 9:30 PM,11:30 AM 9:30 PM,"{""Monday"": ""11:30 AM 9:30 PM"", ""Tuesday"": ""11:30 AM 9:30 PM"", ""Wednesday"": ""11:30 AM 9:30 PM"", ""Thursday"": ""11:30 AM 9:30 PM"", ""Friday"": ""11:30 AM 1:30 AM"", ""Saturday"": ""11:30 AM 9:30 PM"", ""Sunday"": ""11:30 AM 9:30 PM""}",google_places
s3vb,The Humble Food Company Damansara Perdana,pasta,4.6,"the humble food company ( damansara perdana ), Petaling Jaya, Malaysia",ChIJ9cm7HfVPzDERvkKIaF0lq7U,"39-1, Jalan PJU 8/5a, Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",CLOSED_PERMANENTLY,1,budget,3.165576,101.6056667,https://www.thehumblefoodco.my/,03-7733 6492,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
